method,port,vhost,uri,status,hint
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/products/ruby-on-rails-ringer-t-shirt?taxon_id=11,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/30/mini/ror_ringer_back.jpeg?1499978144,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/29/product/ror_ringer.jpeg?1499978144,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/29/mini/ror_ringer.jpeg?1499978144,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/logo/spree_50-0ae687ccd486b63b01687b1df9e5394430f6fce3ab40c28250b179be4363ddc1.png,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/t/brands,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/24/small/ror_baseball.jpeg?1499978140,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/26/small/ror_jr_spaghetti.jpeg?1499978142,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/21/small/ror_tote.jpeg?1499978138,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/27/small/ror_mug.jpeg?1499978142,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/34/small/ruby_baseball.png?1499978147,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/23/small/ror_bag.jpeg?1499978140,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/29/small/ror_ringer.jpeg?1499978144,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/40/small/spree_spaghetti.jpeg?1499978152,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/31/small/ror_stein.jpeg?1499978145,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/45/small/spree_mug.jpeg?1499978155,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/36/small/spree_tote_front.jpeg?1499978149,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/35/small/spree_bag.jpeg?1499978148,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/38/small/spree_ringer_t.jpeg?1499978150,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/41/small/spree_jersey.jpeg?1499978152,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/33/small/apache_baseball.png?1499978146,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/43/small/spree_stein.jpeg?1499978154,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/products/ruby-on-rails-baseball-jersey?taxon_id=1,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/25/mini/ror_baseball_back.jpeg?1499978141,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/1/mini/ror_baseball_jersey_red.png?1499978125,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/3/mini/ror_baseball_jersey_blue.png?1499978126,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/24/mini/ror_baseball.jpeg?1499978140,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/24/product/ror_baseball.jpeg?1499978140,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/5/mini/ror_baseball_jersey_green.png?1499978128,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/9/mini/ror_baseball_jersey_blue.png?1499978130,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/11/mini/ror_baseball_jersey_green.png?1499978132,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/1/product/ror_baseball_jersey_red.png?1499978125,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/15/mini/ror_baseball_jersey_blue.png?1499978134,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/13/mini/ror_baseball_jersey_red.png?1499978133,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/17/mini/ror_baseball_jersey_green.png?1499978136,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/19/mini/ror_baseball_jersey_green.png?1499978137,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/2/mini/ror_baseball_jersey_back_red.png?1499978126,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/4/mini/ror_baseball_jersey_back_blue.png?1499978127,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/6/mini/ror_baseball_jersey_back_green.png?1499978128,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/8/mini/ror_baseball_jersey_back_red.png?1499978130,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/10/mini/ror_baseball_jersey_back_blue.png?1499978131,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/12/mini/ror_baseball_jersey_back_green.png?1499978132,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/14/mini/ror_baseball_jersey_back_red.png?1499978134,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/16/mini/ror_baseball_jersey_back_blue.png?1499978135,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/18/mini/ror_baseball_jersey_back_green.png?1499978136,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/20/mini/ror_baseball_jersey_back_green.png?1499978138,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/7/mini/ror_baseball_jersey_red.png?1499978129,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/7/product/ror_baseball_jersey_red.png?1499978129,200,
POST,443,demosite.appvance.com,https://demosite.appvance.com:443/orders/populate,302,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/spree/products/7/small/ror_baseball_jersey_red.png?1499978129,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,304,
POST,443,demosite.appvance.com,https://demosite.appvance.com:443/cart,302,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/checkout/address,302,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/checkout/registration,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,200,
POST,443,demosite.appvance.com,https://demosite.appvance.com:443/checkout/registration,302,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/checkout,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/assets/spree/frontend/all-fe935964ffc1a8877767afcdc98fdedacd3e2455f2a5986e52ad8f3e1722df9f.js,304,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/cart_link,200,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/api/v1/states?country_id=232,200,
POST,443,demosite.appvance.com,https://demosite.appvance.com:443/checkout/update/address,500,
GET,443,demosite.appvance.com,https://demosite.appvance.com:443/favicon.ico,200,
